mean_correlation,median_correlation,market_volatility,cross_sectional_dispersion,pca_first_component_ratio,mean_pairwise_distance,mean_correlation_distance,window_id,window_start,window_end,cluster_count,silhouette_score,adjacent_window_ari,sector_cluster_ari,sector_cluster_nmi,pca_stock_projection_pc1_ratio
0.3861596685762727,0.42676965684691154,0.20041511936321393,0.015603013897314484,0.4382646357640497,0.961465628636699,1.085824352119249,94,2025-03-21,2025-07-30,6,0.10248402657760586,0.8315231118969437,0.08255700241906429,0.3871646735222588,0.2883480163895037
0.386214035124982,0.4018375058028981,0.191239538967875,0.015433469885628373,0.4233274906475491,0.9625394914000646,1.0926618969229034,95,2025-04-04,2025-08-13,6,0.09441913698368616,0.7927927927927928,0.08668569945497015,0.37230733895412915,0.22659085282681637
0.1958803000491456,0.20737323657443196,0.11710434663375913,0.014843440209949807,0.25517655751991397,1.0976765683058216,1.2555319356963572,96,2025-04-21,2025-08-27,6,0.09747374982188713,0.49576339997898417,0.15641066703635273,0.46734051970648405,0.21378549169662567
0.1390976139227105,0.14067104674484704,0.0971403009535302,0.014888683474434896,0.20713506215841893,1.132854290850744,1.3010610010408905,97,2025-05-05,2025-09-11,6,0.09768462930875783,0.3564832126055462,0.09854744906082108,0.4217456501502427,0.1890745943384161
0.12942624505046385,0.1291799106889301,0.08790304761710147,0.014524559370681108,0.1816810855960553,1.1339956538367024,1.3107900477321166,98,2025-05-19,2025-09-25,6,0.08470418096367707,0.45227557009525643,0.14476261276072566,0.46688273179487416,0.1560158796526305
0.09611885589302509,0.09588880190773826,0.07751281735737171,0.014936012691985669,0.15213709402986347,1.1566064616421035,1.3366095879817939,99,2025-06-03,2025-10-09,6,0.08459315015938224,0.7830542422619187,0.13860800422221126,0.4599211179679995,0.14822804380332363
0.10564838656576704,0.11245787861759202,0.0850957904190656,0.015065187623309755,0.1627701309148837,1.1504602581025154,1.329207295960487,100,2025-06-17,2025-10-23,6,0.09138939742189342,0.5601282477577562,0.14155086173119685,0.48201022597985654,0.16292963039163832
0.09545412790115985,0.0998498896074093,0.08474765886132275,0.01537223674255279,0.15828976944525164,1.1579732656034067,1.337092117923945,101,2025-07-02,2025-11-06,6,0.06256893889865595,0.8160459398499422,0.10937693227255864,0.4008913286294124,0.16249253711496753
0.10167769322810652,0.10559143407176298,0.09183599613715543,0.01573593007890782,0.17306785017179543,1.1524179432580275,1.3318302195474134,102,2025-07-17,2025-11-20,6,0.06706665015363134,0.5196369558958139,0.14277978051849452,0.4404585508698821,0.17391674458200693
0.10803390121750801,0.10319966472510637,0.0956566163858043,0.015934897896830478,0.172466556886347,1.1477396451108242,1.3269591742564444,103,2025-07-31,2025-12-05,6,0.08009740808709807,0.5642697703382434,0.11815941997525344,0.39902866522963476,0.17695385300330463
0.09965799055176663,0.10034081644316978,0.09212490774652377,0.016013750820253192,0.17013123628078547,1.1574490975954124,1.332879492689971,104,2025-08-14,2025-12-19,6,0.08309436294769754,0.892797956083414,0.14325569987634512,0.43644739551194656,0.1908399920276903
