ticker,latest_price,return_1y,volatility_1y,momentum_6m,max_drawdown_1y
JNJ,131.42,0.15890652557319207,0.1376715507565421,-0.013585528784808232,-0.11981909004995273
JNPR,25.39,-0.06791483113069008,0.24440230721625836,-0.10377691493116825,-0.2101003561022985
JPM,112.87,0.31305258259655666,0.16519754917038607,0.20677857371966213,-0.12232905982905973
JWN,49.3,0.10711879631708943,0.35557974960545086,0.05162116040955622,-0.23415316936612685
K,64.21,-0.1262756837664989,0.19615921188435403,-0.06995944380069541,-0.22985347985347981
KEY,21.13,0.18508132361189022,0.22130055427790574,0.1661147902869755,-0.1497160557563243
KHC,73.55,-0.17535598161228838,0.17571056506785138,-0.1493176035160768,-0.23900672529746514
KIM,14.52,-0.40999593661113365,0.25837477425118427,-0.29170731707317077,-0.4201277955271565
KLAC,102.66,0.1817658570277425,0.26776575294088983,0.12221250546567552,-0.19085651335720188
KMB,112.36,-0.08598389327259426,0.15791357794416758,-0.07606282378093909,-0.18614814814814806
KMI,17.29,-0.2284694332887104,0.193420303586797,-0.12455696202531652,-0.25676274944567623
KMX,65.4,-0.020371479928100622,0.2473199229614528,0.00260616280852366,-0.19285714285714284
KO,44.56,0.060447405997144266,0.11467717288953291,-0.022592673831980714,-0.08180506902946627
KORS,66.11,0.7457090044890415,0.3439481758784815,0.44408038444735687,-0.14489003880983187
KR,28.9,-0.1199756394640683,0.3372792400601856,0.20718462823725958,-0.4172998246639391
KSS,62.92,0.5406464250734573,0.3442759613362379,0.5005962318149297,-0.19342315597168303
KSU,107.1,0.2591112156125088,0.20415533383357398,0.030798845043310763,-0.0945837423039172
L,47.86,0.03481081081081072,0.12622080884561082,-0.02066707591569461,-0.10568649457538348
LB,49.11,-0.1628025912035458,0.440508277168052,0.15119549929676523,-0.3879837067209776
LEG,45.78,-0.05001037559659671,0.1863019548502475,-0.040251572327044016,-0.1959659511472982
LEN,60.91,0.37482253255356746,0.22085345079160182,0.14712418546837913,-0.1966026176552491
LH,169.66,0.29028823484675637,0.18015300233404727,0.07549920760697293,-0.09734675205855436
LKQ,40.35,0.31690600522193213,0.17135767035322066,0.17058311575282858,-0.15461422087745824
LLL,207.69,0.2965228790810912,0.15855256067074852,0.1428492819017224,-0.08309574174560852
LLY,76.72,-0.017795416720010282,0.16424381749880299,-0.07084897662589307,-0.12709068153373537
LMT,345.43,0.3454467554724623,0.1297791926825983,0.1317410392503766,-0.05853713134478711
LNC,78.51,0.1484786424809832,0.2155757035487199,0.06468673718470308,-0.13478379857690204
LNT,37.5,-0.017038007863695914,0.12920741995947094,-0.09660322813779809,-0.16998671978751656
LOW,99.92,0.3791580400276051,0.23061211007693724,0.27546591779423024,-0.1568673018824076
LRCX,171.63,0.48122896349357025,0.3033263341334482,0.10586340206185563,-0.2218263213192636
LUK,25.01,0.06789069171648165,0.19021349845812385,-0.021517996870109468,-0.18125000000000002
LUV,57.89,0.09391534391534395,0.23428426753920775,0.05851161089778767,-0.21061643835616428
LYB,110.27,0.20303294785075288,0.21206631715900828,0.23621076233183858,-0.16515023275497254
M,24.76,-0.22576610381488427,0.4195434095012059,0.075119409465914,-0.4778075662794161
MA,168.73,0.5810532233883057,0.14882623082084126,0.3007246376811594,-0.06978403268694466
MAA,87.93,-0.10027627135986894,0.15130654041893576,-0.16328860976306014,-0.2029550398839738
MAC,60.19,-0.10418216996576868,0.266984456158906,0.008376612497905889,-0.22946506869336458
MAR,139.64,0.6169522927281148,0.18248918023859634,0.3777997039960532,-0.11103034708340909
MAS,42.69,0.26339153595738374,0.17651197573419805,0.1475806451612902,-0.10784525610546791
MAT,17.0,-0.34489402697495186,0.4517364770537602,-0.05555555555555558,-0.5003831417624522
MCD,165.71,0.32918905911606644,0.1378974048061237,0.06964885101988139,-0.08135232114823965
MCHP,82.91,0.12344173441734418,0.24707376054576796,-0.008253588516746402,-0.1598946195156551
MCK,152.83,0.08436213991769548,0.2530139814842981,-0.009334284047449293,-0.19688317868189387
MCO,157.98,0.4789365287399363,0.15534883407004543,0.23402593344789868,-0.09519822998265859
MDLZ,44.05,-0.009444569372610734,0.1723562440048536,0.013342535081665385,-0.1671964399237127
